EntryID,City,Country,Action type,Description,DateAnnounced,DateEnded,Status (if known),Comments,contact info (optional),Primary news source,Additional sources,Additional sources 2,Additional sources 3,Additional sources 4
539,"Ft. Lauderdale, FL",USA,Dedicated public space to outdoor dining/retail,"City of Fort Lauderdale is temporarily expanding access to outdoor spaces, such as streets and sidewalks, in an effort to facilitate social distancing for pedestrians and business patrons in key areas of the City.","May 21, 2020",,Temporary,,,https://www.fortlauderdale.gov/Home/Components/News/News/4237/16,,,,
540,"Arlington, MA",USA,Automated walk signals,,"April 1, 2020",,,,,https://twitter.com/brianr2600/status/1245344378979323904,,,,
541,"Tyson's Corner, VA",USA,Closed streets to motor vehicles,portions of Tyson Blvd limited to bike/ped,"May 29, 2020",,,,,,,,,
542,"Belfast, ME",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space","""“Curbside Belfast,” as it’s known, allows businesses to apply to the city to use parking spaces in front of their storefronts for displays and dining areas that will be allowed to remain in place through Indigenous People’s Day (October 12). Approved retail shops will be afforded a single parking space, while restaurants can apply for multiple parking spaces to create a semi-permanent dining patio.""","May 26, 2020",,,,,https://freepressonline.com/Content/Home/Homepage-Rotator/Article/Reopening-Business-Closing-Streets/78/720/69358,,,,
543,"New Orleans, LA",USA,Implemented shared streets,"City of New Orleans will install a temporary traffic modification to limit access on the downtown side of Moss Street between Lafitte Avenue and Esplanade Avenue along Bayou St. John to local traffic and emergency vehicles only.  These modifications will include signage, cones and barricades in place 24 hours a day, seven days a week through the morning of Monday, May 18.","May 6, 2020",,Temporary - initially planned through May 18; has it continued?,,,https://www.nola.gov/transportation/slow-streets/?utm_campaign=City_of_New_Orleans&utm_content=&utm_medium=email&utm_source=govdelivery&utm_term=,,,,
544,"Moncton, NB",Canada,Reallocated outer lane/curb space,Main St being converted to one-way in order to add room for two-direction bike lane on the south side of Main Street separated from traffic by concrete barriers,"June 2, 2020",,Temporary,,,https://www.cbc.ca/news/canada/new-brunswick/moncton-main-street-traffic-council-1.5593706,https://www.cbc.ca/news/canada/new-brunswick/moncton-main-street-bike-lane-patios-business-1.5636937,,,
545,Tirana,Albania,Closed streets to motor vehicles,City centre declared car free,,,Temporary but durable,,,https://twitter.com/erionveliaj/status/1260485518879535105,,,,
546,Tirana,Albania,Implemented shared streets,Unconfirmed mentions of shared spaces,,,Temporary but durable,,,https://twitter.com/erionveliaj/status/1260485518879535105,,,,
547,La Plata,Argentina,Reallocated outer lane/curb space,At least some temporary bicycle lanes,"May 14, 2020",,,,,https://twitter.com/selocuidojefe/status/1260928542256164865,,,,
548,Rosario,Argentina,Reallocated outer lane/curb space,34km of new bicycle lanes,"May 13, 2020",,Permanent,,,https://twitter.com/figueroaeme/status/1260591365190299648,,,,
549,Salta,Argentina,Reallocated outer lane/curb space,22km of new cycle paths,"May 12, 2020",,Permanent,,,https://twitter.com/argenbici/status/1260310025865592832,,,,
550,Adelaide,Australia,Reallocated outer lane/curb space,Considering implementing pop-up bicycle lanes,,,In progress,,,https://www.abc.net.au/news/2020-05-12/pop-up-bikeways-to-be-considered-by-adelaide-city-council/12238028,,,,
551,New South Wales,Australia,Implemented shared streets,Three trial shared spaces,,,Temporary,,,https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/streets,https://www.buildaustralia.com.au/news_article/nsw-commits-15m-to-transform-streets-and-public-spaces/,,,
552,Liege,Belgium,Reallocated outer lane/curb space,"35km ""made safer"" for cyclists","May 3, 2020",,Unclear,,,https://twitter.com/Lelievre_Adrien/status/1256987109912698893?s=20,https://www.bastamag.net/velo-petite-reine-deconfinement-covid19-deplacement-ville-geste-barriere-vente-velo-piste-cyclable-temporaire,,,
553,Liege,Belgium,Reduced speed limit,30km/h speed limit for region,"May 3, 2020",,Unclear,,,https://twitter.com/Lelievre_Adrien/status/1256987109912698893?s=20,https://www.bastamag.net/velo-petite-reine-deconfinement-covid19-deplacement-ville-geste-barriere-vente-velo-piste-cyclable-temporaire,,,
554,Quito,Ecuador,Other strategies: transit improvements,Free public transport,"May 11, 2020",,Temporary,,,https://www.primicias.ec/noticias/sociedad/transporte-publico-reto-cambio-semaforo-quito/,https://www.bastamag.net/velo-petite-reine-deconfinement-covid19-deplacement-ville-geste-barriere-vente-velo-piste-cyclable-temporaire,,,
555,Quito,Ecuador,Other strategies: transit improvements,Compensation to private public transport providers for lost revenue,"May 11, 2020",,Temporary,,,https://www.primicias.ec/noticias/sociedad/transporte-publico-reto-cambio-semaforo-quito/,https://www.bastamag.net/velo-petite-reine-deconfinement-covid19-deplacement-ville-geste-barriere-vente-velo-piste-cyclable-temporaire,,,
556,Bordeaux,France,Reallocated outer lane/curb space,"25km of temporary routes, temporary bicycle racks with 1000 permanent ones planned","May 7, 2020",,Temporary,,,https://www.francebleu.fr/infos/transports/deconfinement-a-bordeaux-un-plan-d-urgence-pour-le-velo-1588875988,,,,
557,Bordeaux,France,Other strategies: bicycle parking,temporary bicycle racks with 1000 permanent ones planned,"May 7, 2020",,Permanent,,,https://www.francebleu.fr/infos/transports/deconfinement-a-bordeaux-un-plan-d-urgence-pour-le-velo-1588875988,,,,
558,France,France,Fasttracked implementation of ped/bike plans,Removal of normal planning procedures for bicycle infrastructure nationally,"April 30, 2020",,Temporary,,,https://www.dna.fr/sante/2020/04/30/deconfinement-l-etat-offre-50-pour-faire-reparer-son-velo,,,,
559,France,France,Other strategies: subsidized bike ownership,"Free bike repairs at list of reputable repairers up to €50 with price of several ""normal"" repairs fixed at €50 (subsidy)","April 30, 2020",,Temporary,,,https://www.dna.fr/sante/2020/04/30/deconfinement-l-etat-offre-50-pour-faire-reparer-son-velo,,,,
560,France,France,Other strategies: bicycle parking,Funding for temporary parking spaces,"April 30, 2020",,Temporary,,,https://www.dna.fr/sante/2020/04/30/deconfinement-l-etat-offre-50-pour-faire-reparer-son-velo,,,,
561,France,France,Other strategies: subsidized bike ownership,Funding for (re)learning to ride bicycles,"April 30, 2020",,Temporary,,,https://www.dna.fr/sante/2020/04/30/deconfinement-l-etat-offre-50-pour-faire-reparer-son-velo,,,,
562,Grenoble,France,"Fasttracked implementation of ped/bike plans,Reallocated outer lane/curb space",Fast-track of 18km of cycle lanes,"May 14, 2020",,Permanent,,,https://www.weelz.fr/fr/deconfinement-grenoble-incontestable-capitale-velo-france/,,,,
563,Grenoble,France,Other strategies: misc,"Opening of new parking facilities,","May 14, 2020",,Permanent,,,https://www.weelz.fr/fr/deconfinement-grenoble-incontestable-capitale-velo-france/,,,,
564,Grenoble,France,Reduced speed limit,Proposed limits of 30km/h,"May 14, 2020",,Permanent,,,https://www.weelz.fr/fr/deconfinement-grenoble-incontestable-capitale-velo-france/,,,,
565,Marseille,France,Reallocated outer lane/curb space,9km of temporary bicycle lanes,"May 14, 2020",,Temporary but durable,,,http://m.lamarseillaise.fr/marseille/societe/82151-deconfinement-a-velo-a-marseille-la-metropole-sort-ses-pistes,https://www.ouest-france.fr/provence-alpes-cote-dazur/nice-06000/nice-la-ville-vote-une-prime-de-100-euros-pour-l-achat-d-un-velo-6835291,,,
566,Montpelier,France,Other strategies: subsidized bike ownership,"""back in the saddle"" courses for people who haven't cycled in a while to help them get used to cycling again","May 14, 2020",,Temporary,,,https://actu.fr/occitanie/montpellier_34172/montpellier-deconfinement-si-vous-profitiez-vous-mettre-velo_33609897.html,https://www.ouest-france.fr/provence-alpes-cote-dazur/nice-06000/nice-la-ville-vote-une-prime-de-100-euros-pour-l-achat-d-un-velo-6835291,,,
567,Montreuil,France,Reallocated outer lane/curb space,8.1km of new bicycle paths,"May 11, 2020",,Permanent,,,https://www.bastamag.net/velo-petite-reine-deconfinement-covid19-deplacement-ville-geste-barriere-vente-velo-piste-cyclable-temporaire,https://www.ouest-france.fr/provence-alpes-cote-dazur/nice-06000/nice-la-ville-vote-une-prime-de-100-euros-pour-l-achat-d-un-velo-6835291,,,
568,Nantes,France,Reallocated outer lane/curb space,Temporary bicycle lanes,"May 11, 2020",,Temporary,,,https://www.20minutes.fr/nantes/2779655-20200516-deconfinement-nantes-crise-sanitaire-va-faire-enfin-decoller-pratique-velo,https://www.forbes.com/sites/carltonreid/2020/04/22/paris-to-create-650-kilometers-of-pop-up-corona-cycleways-for-post-lockdown-travel/,,,
569,Nantes,France,Other strategies: bicycle parking,Temporary bicycle parking,"May 11, 2020",,Temporary,,,https://www.20minutes.fr/nantes/2779655-20200516-deconfinement-nantes-crise-sanitaire-va-faire-enfin-decoller-pratique-velo,https://www.forbes.com/sites/carltonreid/2020/04/22/paris-to-create-650-kilometers-of-pop-up-corona-cycleways-for-post-lockdown-travel/,,,
570,Nantes,France,Other strategies: bike share,Subsidies for bike share scheme,"May 11, 2020",,Temporary,,,https://www.20minutes.fr/nantes/2779655-20200516-deconfinement-nantes-crise-sanitaire-va-faire-enfin-decoller-pratique-velo,,,,
571,Nice,France,Reallocated outer lane/curb space,~60km of temporary bicycle lanes,"May 11, 2020",,Temporary,,,https://www.nicecotedazur.org/actualite/2020/05/06/plan-de-reprise-des-d%C3%A9placements-mesures-du-11-mai,,,,
572,Nice,France,Other strategies: transit improvements,Public transport subsidies,"May 11, 2020",,Temporary,,,https://www.nicecotedazur.org/actualite/2020/05/06/plan-de-reprise-des-d%C3%A9placements-mesures-du-11-mai,,,,
573,Nice,France,Other strategies: subsidized bike ownership,Means-tested €100 subsidy (50% of cost) for new mechanical bike or €200 for electric bike,"May 11, 2020",,Permanent,,,https://www.nicecotedazur.org/actualite/2020/05/06/plan-de-reprise-des-d%C3%A9placements-mesures-du-11-mai,,,,
574,Paris,France,Reallocated outer lane/curb space,"150km of ""emergency"" temporary bike lanes in addition to the 650km of permanent ones","April 22, 2020",,Temporary but durable,,,https://twitter.com/Anne_Hidalgo,https://planvelo.paris/,,,
575,Paris,France,Closed streets to motor vehicles,Closure of roads to cars,,,Temporary but durable,,,https://twitter.com/Anne_Hidalgo,,,,
576,Rennes,France,Fasttracked implementation of ped/bike plans,100km of cycling infrastructure fastracked,"April 30, 2020",,Permanent,,,http://www.presse.metropole.rennes.fr/accueil/documents-presse/tous-les-documents/25-10999/la-ville-et-la-metropole-de-rennes-mobilisees-pour-developper-lusage-du-velo,,,,
577,Rouen,France,Closed streets to motor vehicles,Some roads closed to motorists,"May 1, 2020",,Temporary,,,https://www.francebleu.fr/infos/transports/deconfinement-l-usage-du-velo-encourage-par-la-metropole-de-rouen-1588344188,,,,
578,Rouen,France,Other strategies: bike share,Bicycle share scheme made free,"May 1, 2020",,Temporary,,,https://www.francebleu.fr/infos/transports/deconfinement-l-usage-du-velo-encourage-par-la-metropole-de-rouen-1588344188,,,,
579,Rouen,France,Other strategies: subsidized bike ownership,30% subsidies for bicycle purchases,"May 1, 2020",,Temporary,,,https://www.francebleu.fr/infos/transports/deconfinement-l-usage-du-velo-encourage-par-la-metropole-de-rouen-1588344188,,,,
580,Seine-Saint-Denis,France,Reallocated outer lane/curb space,60km of temporary lanes/significant improvements to existing bicycle lanes,"May 11, 2020",,Both,,,http://www.leparisien.fr/seine-saint-denis-93/deconfinement-plus-de-60-kilometres-de-pistes-cyclables-provisoires-en-seine-saint-denis-25-04-2020-8305776.php,,,,
581,Toulouse,France,Reallocated outer lane/curb space,Several new bike lanes,"May 8, 2020",,Temporary,,,https://france3-regions.francetvinfo.fr/occitanie/haute-garonne/toulouse/toulouse-priorite-aux-pietons-aux-velos-deconfinement-1826274.html,,,,
582,Toulouse,France,Implemented shared streets,Pedestrianisation and shared spaces in town centre,"May 8, 2020",,Unclear,,,https://france3-regions.francetvinfo.fr/occitanie/haute-garonne/toulouse/toulouse-priorite-aux-pietons-aux-velos-deconfinement-1826274.html,,,,
583,Toulouse,France,Closed streets to motor vehicles,"Several new bike lanes, pedestrianisation and shared spaces in town centre","May 8, 2020",,Temporary,,,https://france3-regions.francetvinfo.fr/occitanie/haute-garonne/toulouse/toulouse-priorite-aux-pietons-aux-velos-deconfinement-1826274.html,,,,
584,Val-de-Marne,France,Reallocated outer lane/curb space,"40km of new bike lanes, at first painted but then upgraded to separated.","April 22, 2020",,Permanent,,,http://www.leparisien.fr/val-de-marne-94/val-de-marne-bientot-40-km-de-pistes-cyclables-sanitaires-pour-eviter-la-contamination-22-04-2020-8304114.php,,,,
