UID,Country,Country.region,City,Date.announced,Date.started,Date.ended,End.circumstance,Description,Initiative.name,Primary.type,Action,Function,Application,Category,Space,Time,Intensity,Scale,Infrastructure.affected,Management,Length.km,Trigger,Policy,Selection.process,Anticipated.longevity,Purpose,Strategy,Budget,Approach,Sector.type,Sources,Comments,Public.engagement,Verified.local,Date.verified,Corrected,Date.corrected,Verifier.role,Contact.info,Lessons.learned,Corrections,Perception,Mode.type,Modes,Modes.other,Partners,Governments,For.profits,Non.profits,World.region,Country.code,Country.region.code,TC.CP.2021,,,,,,OriginalUID,OriginalID,all.IDs
487,Australia,New South Wales,Fairfield,4/23/2020,,,,TC: Extension of sports fields lighting to a later time 7:30pm to allow activity.. MW: NA. ML: NA,,Other mobility-related strategies,Other strategies: misc,misc,miscellaneous,Other,"Other (parks, plazas)",Specific hours during daytime,unknown,one or more neighborhoods,,unknown,,Reactive response (to higher contagion),New action,Arbitrary,Temporary,unknown,Other,,N/A,unknown,http://www.fairfieldcity.nsw.gov.au/news/article/508/sports_fields_light_up_for_fitness,,,,,,,,,,,,,,,0,,,,East Asia & Pacific,AU,0,0,,,,,,525,TC244,TC244
488,Canada,Ontario,Guelph,4/23/2020,4/24/2020,  5/2/2020,,,Guelph Automating Walk Signals to Protect Public Health,Automated walk signals,Automated walk signals,other bike/ped supports,automated walk signals,Operational,Intersection,All day every day,No ban of any vehicles (shared space),one or more streets,Beg buttons,Signage (horizontal or vertical),,Reactive response (to higher contagion),New action,Arbitrary,Temporary,Public health,Automation,,Modifications to or reallocation of public infrastructure,unknown,"https://guelph.ca/living/getting-around/drive/signs-and-signals/ , https://www.guelphmercury.com/news-story/9961193-pedestrian-crossings-at-most-guelph-intersections-now-automated-due-to-coronavirus/, https://www.guelphtoday.com/local-news/city-pedestrian-signals-reverting-back-to-push-button-activation-2318831",,,,,,,,,,,,Public space,,,Guelph Office of the Mayor,1,,,North America,CA,,1,,,,,,526,MW046,"MW046, TC245"
489,United Kingdom,England,Hammersmith,4/23/2020,,,,TC: pavements temporarily extended on short stretches of 2 roads to allow space for safe pedestrian access/queuing for retail. New pedestrian space will take space from vehicle and bicycle lanes. MW: NA. ML: Sidewalks extended in front of essential businesses,,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,curb space: pedbike,Physical,Curb,unknown,100% banning of cars,one or more streets,Sidewalk,Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Unknown,Public health,Change of use,,Modifications to or reallocation of public infrastructure,unknown,http://www.hammersmithtoday.co.uk/default.asp?section=community&link=http://neighbournet.com/server/common/ldrshfcouncil007.htm,,,,,,,,,,,,Public space,,,0,,,,Europe & Central Asia,GB,0,1,,,,,,527,ML154,"ML154, TC246"
490,United States,Connecticut,Hartford,,4/23/2020,,,"TC: NA. MW: With almost a third of Hartford households not owning a car, CTtransit quickly adjusted its services to increase biosafety for its riders. It implemented rear-door boarding, waived farebox use, and recommended that bus transit be reserved for essential trips only, while COVID-19 cases get under control. The buses and Hartford Line rail cars were also senitised more rigorously and frequently.. ML: NA",Hartford recommends bus transit for only essential trips,Other mobility-related strategies,Other strategies: fare free transit,boost transit,boost transit,Financial,N/A,All day every day,N/A,entire city,,unknown,,Reactive response (to higher contagion),New action,Based on demand,Unknown,Public health,Other,,Introducing new processes,unknown,https://www.cttransit.com/news/ctdot-announces-immediate-changes-bus-operations,,,,,,,,,,,,Transit,Bus,,Connecticut Transit (CTransit),1,,,North America,US,US-CT,1,,,,,,528,MW294,MW294
491,United Kingdom,England,London,,4/23/2020,,,"TC: NA. MW: Pavements in the busy shopping areas of King Street and Uxbridge Road are to be temporarily widened to help with physical distancing. The widening measures will take roads down from two-lane to one-lane for vehicles. The extra width of the temporary pavements will allow pedestrians to queue safely for essential supplies from food stores and pharmacies, and to pass each other while physical distancing. The width of the roads will be temporarily narrowed using a mixture of barriers, weighted cones and water-filled bollards. Signage will be put in place to inform drivers and pedestrians of the changes. Wardens will be allocated to both locations and will monitor use to ensure people are complying with physical distancing requirements.. ML: NA",Borough of Hammersmith & Fulham to introduce temporary wider pavements to help shoppers with physical distancing,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,traffic lanes: pedbike,Physical,1+ travel lanes,unknown,100% banning of cars,one or more neighborhoods,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Arbitrary,Temporary,Moving people,Change of use,,Modifications to or reallocation of public infrastructure,unknown,https://www.lbhf.gov.uk/articles/news/2020/04/hf-introduce-temporary-wider-pavements-help-shoppers-social-distancing,,,,,,,,,,,,Public space,,,Borough of Hammersmith & Fulham,1,,,Europe & Central Asia,GB,GB-EN,1,,,,,,529,MW211,MW211
492,Argentina,,Mendoza,4/23/2020,,,,TC: 300 free bikes available for merchants to use for delivery. MW: NA. ML: NA,,Other mobility-related strategies,Other strategies: bike share,access to bikes,bike share,Financial,N/A,All day every day,N/A,entire city,,unknown,,Reactive response (to higher contagion),New action,Arbitrary,Unknown,Moving goods,Other,,N/A,unknown,https://www.losandes.com.ar/article/view?slug=habra-300-bicicletas-de-uso-gratuito-para-comerciantes-de-ciudad,,,,,,,,,,,,,,,0,,,,Latin America & Caribbean,AR,,1,,,,,,530,TC247,TC247
493,New Zealand,,Nelson,4/23/2020,,,,"TC: yes, widening of walking space in central city to support social distancing as nation emerges from level 4 shutdown. MW: NA. ML: Sidewalks to double on Traflagar Street, City center speed limits to be reduced.",,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,curb space: pedbike,Physical,Curb,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Temporary,Moving people,Change of use,,unknown,unknown,https://our.nelson.govt.nz/media-releases-2/welcoming-our-community-back-to-a-safer-nelson-city-centre/,,,,,,,,,,,,Public space,,,0,,,,East Asia & Pacific,NZ,,1,,,,,,531,TC248,"TC248,ML170"
494,United States,New York,New York City,,4/23/2020,,,"TC: NA. MW: ParkMobile, a mobile parking app company, is allowing customers to make in-app donations to Food Bank NYC and other food banks across the country. The company is matching a portion of the proceeds.. ML: NA",ParkMobile matching in-app donations to Food Bank NYC,Other mobility-related strategies,Other strategies: misc,misc,miscellaneous,Other,unknown,All day every day,unknown,entire city,,unknown,,Reactive response (to higher contagion),New action,Arbitrary,Unknown,Other,Automation,,Modifications to services,unknown,https://parkmobile.io/supporting-our-hospitality-community-parkmobile/,,,,,,,,,,,,Public space,Parking,,"ParkMobile, Food Bank NYC, Feed America, Giving Kitchen, Hook Hall Helps, Colorado Family Meal, Louisiana Hospitality Foundation",,1,6,North America,US,US-NY,0,,,,,,532,MW399,MW399
495,United States,Washington,Pierce County,,4/23/2020,,,"TC: NA. MW: Pierce Transit is collaborating with Pierce County Emergency Management and local school districts to provide a bus in two locations that will each become its own Wifi hotspot. Students and their caregivers will park near the bus and connect to the bus’s Wi-Fi to interact with teachers, conduct assignment research, upload or download assignments or conduct other types of schoolwork. Students will not enter the bus, and the agency will not provide student supervision. Those accessing the network must also observe physical distancing guidelines. Pierce Transit buses have a Wi-Fi range of approximately 100 feet.. ML: NA",Pierce Transit provides free Wi-Fi for students,Other mobility-related strategies,Other strategies: misc,misc,miscellaneous,Other,unknown,All day every day,unknown,metropolitan area or county,,unknown,,unknown,New action,Arbitrary,Unknown,Equity,Other,,Modifications to services,unknown,https://www.piercetransit.org/news/?id=453,,,,,,,,,,,,Transit,,,"Pierce Transit, Pierce County Emergency Management, Local School Districts",3,,,North America,US,US-WA,0,,,,,,533,MW475,MW475
496,Ecuador,,Quito,4/23/2020,,,,TC: Painting yellow crcles spaced 2m apart along sidewalks to promote social distancing. MW: NA. ML: NA,,Other mobility-related strategies,Other strategies: misc,misc,miscellaneous,Operational,unknown,unknown,unknown,State,,unknown,,Reactive response (to higher contagion),New action,Arbitrary,Unknown,unknown,Other,,N/A,unknown,NA,,,,,,,,,,,,,,,0,,,,Latin America & Caribbean,EC,,1,,,,,,534,TC250,TC250
497,Ecuador,,Quito,4/23/2020,4/26/2020,,,"TC: Announced plans to construct 62.7 kilometers of ""ciclovias emergentes"" (rapid implementation bikeways). To be constructed in 2 phases (first 25km in the City proper and then in outlying suburbs). Construction began on April 27.. MW: Quito announced it will instal 62.7 km of bicycle lanes across the city. The bicycle lanes are being added to encourage carbon-neutral, sustainable transportation options, encourage exercise and provide space for physical distancing among travellers. The main area of implementation will be the Paseo Dominical (Ciclovía Recreativa) route, which crosses approximately 30 km from north to south and connects the entire city. In addition, bicycle lanes that connect the city west to east will be added along routes that are connected to Quito’s metro stops, hospitals, schools and supermarkets. These routes are familiar to individuals from the Ciclovías, or open streets, held every Sunday. The bicycle lanes are being installed through a partnership between the Quito’s Metropolitan Transit Agency (AMT), the Metropolitan Public Company for Mobility and Public Works (EPMMOP) and with groups of cyclists, who have provided information on how people move in the city including bicycle messengers and those making deliveries.. ML: City will start implementing temporary cycleways on Monday, April 27th.",Quito is installing 62.7 km of bicycle lanes,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,traffic lanes: pedbike,Physical,1+ travel lanes,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,63,Opening up after lockdown,New action,Arbitrary,Temporary,Moving people,Change of use,,Modifications to or reallocation of public infrastructure,unknown,"https://la.network/quito-se-une-a-las-ciudades-con-un-plan-de-ciclovias-emergentes-frente-al-covid-19/ , https://www.facebook.com/watch/live/?v=735113403692337&ref=watch_permalink , http://www.quitoinforma.gob.ec/2020/04/27/se-implementan-25-km-de-ciclovias-emergentes-en-quito/ , https://www.eluniverso.com/noticias/2020/04/29/nota/7826991/ecuador-ciclismo-opcion-movilizarse-emergencia-covid-19 , https://la.network/quito-se-une-a-las-ciudades-con-un-plan-de-ciclovias-emergentes-frente-al-covid-19/ , https://twitter.com/Ferdelatorre8/status/1253827025992855554 , https://twitter.com/CiclistasUrbUIO/status/1270160830030663681 , https://la.network/quito-se-une-a-las-ciudades-con-un-plan-de-ciclovias-emergentes-frente-al-covid-19/",,,,,,,,sally.sharrow@gmail.com,,,,Public space,,,"City of Quito Metropolitan Public Company for Mobility and Public Works (EPMMOP), Metropolitan Transit Agency (AMT), cyclist groups",2,,1,Latin America & Caribbean,EC,,1,,,,,,536,ML293,"ML293, MW067.TC249"
498,Canada,British Columbia,Victoria,4/23/2020,,,,TC: details needed. MW: NA. ML: NA,,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,curb space: pedbike,Physical,unknown,unknown,100% banning of cars,unknown,,unknown,,unknown,New action,unknown,Unknown,Moving people,unknown,,N/A,unknown,NA,,,,,,,,,,,,,,,0,,,,North America,CA,CA-BC,1,,,,,,537,TC251,TC251
499,United States,Virginia,Arlington,4/24/2020,4/22/2020,,,"TC: in some areas. MW: Arlington has implemented automatic pedestrian signal phases at all signalized intersections in its densely populated corridors. This is in response to low traffic volumes and to ensure pedestrians are able to safely move in and around urban areas without having to press push buttons, a common high-touch surface.. ML: NA",Arlington automates walk signals to protect public health,Automated walk signals,Automated walk signals,other bike/ped supports,automated walk signals,Operational,Intersection,All day every day,No ban of any vehicles (shared space),one or more streets,Beg buttons,Signage (horizontal or vertical),,Reactive response (to higher contagion),New action,Arbitrary,Unknown,Public health,Automation,,Modifications to or reallocation of public infrastructure,unknown,"https://newsroom.arlingtonva.us/release/arlington-makes-it-easier-for-pedestrians-to-cross-in-urban-corridors/ , https://twitter.com/brianr2600/status/1245344378979323904",,,,,,,,,,,,Public space,,,Arlington County Department of Environmental Services,1,,,North America,US,US-VA,1,,,,,,538,ML307,"ML307, TC252, MW469"
